r1,r2
9.249364364326274,8.277172951095508
9.24995732751117,8.299570918183301
9.255423679704707,8.132280254575186
9.252248407791397,8.664403974993327
9.267995494461246,8.405880365820241
9.284789576135056,8.239058499347635
9.279715691196444,8.208143640712565
9.275443094233689,8.621972982403031
9.280240947049041,8.428668165233494
9.285137556509655,8.564974589995138
9.293754459258517,8.470038595540748
9.304074701321351,8.20493428036209
9.302727844269507,8.237731274470026
9.310157555667724,8.358015951199782
9.318868210317232,8.366375362116713
9.326927468782038,8.423600812145391
9.328368302660108,8.481073123934381
9.332529308656483,8.6967751167132
9.334298911315923,8.421405051978528
9.346636144513948,8.200202345554686
9.345823528005466,8.558294865881946
9.334192781209746,8.549604609326583
9.334885442832611,8.599050953672517
9.34247066240153,8.052018888900202
9.351775882627544,8.557515314930606
9.355481534584372,8.544996182762565
9.365161538709433,8.27944615163929
9.377867844785385,8.66001990838313
9.384719163758168,8.777067901241487
9.382852488100177,8.681544587585044
9.389951082696708,8.444198931039224
9.402792712487926,8.871256317294911
9.413197406957238,8.477716974389116
9.41789154585749,8.646102945516683
9.426504454033704,8.590250247141732
9.43481867413471,8.764678496557984
9.439088388489552,8.876818560560201
9.442044276421395,8.379946002872469
9.442305066070393,8.321938506716842
9.438194918918114,8.595601444142245
9.431995306509593,8.502671017924712
9.432670610226218,8.416378894800772
9.430529082005235,8.178967978145588
9.4413261153401,8.43471479471353
9.454473752204938,9.023719271946122
9.449752857724391,8.814587219912692
9.436940906677295,8.82836537728608
9.434077179518729,8.468916867773814
9.437768436590481,8.397935665260386
9.444836124327903,8.577236169242852
9.449057745551327,8.819637524670446
9.449399633404186,8.985504024739999
9.447787260109395,8.473420842161557
9.449746329985635,8.614080511943532
9.44597372325928,8.453608952243867
9.446107765233387,8.670678539016514
9.442508929066628,8.821990921729505
9.429223187158598,8.750573845778316
9.432295421345595,8.015474179627036
9.441080863275987,8.183981845121094
9.443402394839007,8.541250220592968
9.447025578388637,8.539076830626854
9.44653222404887,8.812452149329316
9.453913699983783,8.634598313994225
9.453210067106788,8.329849512129732
9.465955338802654,8.474485004536286
9.467138726327363,8.864409901104125
9.470823324419696,8.838870884440816
9.47684047286662,8.607617964814409
9.478335735683526,8.608206096086716
9.475329202884959,8.705364287848486
9.475650109600187,8.6007860469043
9.478742239222049,8.643288040645205
9.481719433291966,8.824920638596023
9.487717283425336,8.636352540341688
9.493658581643217,8.644070088862815
9.493597317024125,8.62545398976393
9.491159955103152,8.651668206288265
9.50325041715469,8.545361499796922
9.508374552501936,8.689622475915527
9.511633681144737,8.787925822334245
9.506418816259046,8.63877124607019
9.503291213304273,8.576132075643045
9.5081173097576,8.501721092987287
9.513727277481655,8.895603573159441
9.51802936105652,8.83999478207912
9.53389744439532,8.618922517274214
9.529973729562792,8.863999761166715
9.536944675696944,8.712313150924917
9.53984334935734,8.747811714987936
9.53551425799639,8.892120954482985
9.535825185464468,8.867649282489847
9.52873162269418,8.765713651966692
9.52642832148669,8.515803768631578
9.522698843785765,8.69597428519174
9.52176435771225,8.598940929115848
9.536332505898086,8.945308185621897
9.544317386036754,8.744102990559403
9.537008474611099,8.574723518954112
9.543790490004652,8.695920700985686
9.55057927367419,8.987922921173892
9.558470355222674,8.574860370652699
9.572360148566368,8.895370807221616
9.575979903341633,8.865627076068268
9.586580502084393,8.658420893031701
9.586234253241962,8.987584459927865
9.595576642449043,9.015927120157054
9.608200107371406,8.910481302842333
9.615830609035239,8.950155616717531
9.621404858101528,9.09870424796584
9.62913089331214,9.057600101612504
9.632806385782692,9.183191494088359
9.632373499914602,8.730594886183285
9.630499381662046,9.033782327660395
9.633849471579913,8.795394072530279
9.634986468188712,9.012768588882771
9.6339016755186,8.724129667675125
9.636729459893361,8.62333832428447
9.636220189281623,9.023406992168978
9.635591055912979,8.939227928946234
9.635225729900847,8.855958617644504
9.631136181845202,9.126435411087531
9.625001018341868,8.68937593622432
9.615355094340527,8.428155717218374
9.615753296221508,8.405997132509514
9.60839336769863,8.74713057087804
9.603673185387,8.793513413496145
9.60430307120643,8.872191867075475
9.604501418438943,8.663240056076667
9.60524822442977,8.640319900335903
9.60026802833748,8.713071799821531
9.599303065116025,8.970843404213428
9.59406716479126,8.83857930919958
9.600473055615527,8.883366931203886
9.606457148675496,8.70139280811866
9.603856510579462,8.762778117481846
9.605884521111543,8.774151330957261
9.60735893987662,8.939844293559387
9.604272755246376,8.951737518573115
9.606665946605498,8.758740215545435
9.60797375714135,8.671616621996513
9.599708656306753,8.841694075608988
9.595011619770242,8.603441050850117
9.59263401623638,8.91762738215876
9.590817774575763,8.587402155623828
9.585429450594582,8.567283375209364
9.581670117480954,8.93581892925435
9.581054942451496,8.617701248376479
9.58102735009399,8.482498799183427
9.579990226019548,8.807837468215775
9.58124313870472,8.796912653360799
9.58401182769753,8.642437192359958
9.588402434686774,8.857140536798184
9.587469668860342,8.836004072009695
9.586512736569457,8.439754367698573
9.584728104250557,8.799080603657002
9.58840291393445,8.59551192270663
9.591841189377497,9.08249681440212
9.59494078831299,8.907456338942891
9.600990833540422,8.726668321328328
9.60149293022402,8.907827316896684
9.606725980151753,8.641866625133465
9.606172811643711,8.708542089067608
9.601668391475865,8.838600906994829
9.601819088726824,8.962494099824301
9.595433337518493,8.71755127353426
9.595251089138987,8.823602656844754
9.587956623440194,8.731775539558038
9.589697261216527,8.420572345180322
9.593930382132667,8.74536363519003
9.595999389656773,9.029575219056845
9.595270431085225,8.8644939353433
9.597986795030678,8.81001630989072
9.60221799220712,9.172526932771818
9.602441006072139,8.964634694689863
9.610505794238579,8.21961729546675
9.607952646300793,8.754044499336615
9.612025293490985,8.715167127169682
9.616813907243595,8.786323839261792
9.619984914755598,8.855752955551068
9.623273207093193,8.842068733269471
9.623761096025516,8.94495118026873
9.628554548235586,8.84206815436175
9.636248825692055,8.399258508580823
9.638075833727093,9.166143449504956
9.64072639832052,8.86384245514
9.636999444502667,8.902322199344573
9.633592976396477,8.976001847449414
9.642210259657672,8.729916340088621
9.641758081075304,8.927219233895897
9.638285389998158,8.310906408142133
9.633064893414748,8.870390289442355
9.636792994370774,8.778339602625204
9.634333542845768,8.940030776684994
9.631545686625547,8.734577034397912
9.627429063049977,8.514938063431625
9.624465792076167,8.842374879636271
9.618822761257164,8.605961690435002
9.615761043027595,8.749880787559649
9.6110662420818,8.45503239247547
9.609285010180722,8.548782226379984
9.60833518460875,8.766306198467792
9.610164724557173,8.874461432756625
9.608579457558353,8.638784559388133
9.61165274102983,8.730630116993098
0.15409350761149995,0.1152033476438601
0.15047529166728152,0.10125761966417202
0.14617949756721907,0.09431732790983813
0.14282124681445382,0.10063273520109019
0.14161977095256606,0.0759433141784392
0.13742630770124178,0.09009710224330797
0.13476881441168329,0.05944851424848776
0.15922304027212772,0.14503291557097453
0.17652678974175098,0.11835370290041027
0.17354517158038085,0.06479473488993852
0.17338451996281815,0.1382678747734235
0.17076539585991393,0.07423352068393335
0.17662902149256254,0.15344267442385276
0.17386265327411551,0.08008340920855987
0.1711776463008542,0.09683638092437101
0.16936472700034472,0.10007892385041117
0.1681567901466237,0.09357631155005727
0.16732524408106705,0.06242659539340068
0.17261870905946533,0.15318590026276685
0.16989644810469512,0.11815429238495086
0.16839667785252127,0.05222154712616484
0.17722372057805055,0.15221142680467287
0.17585505626270193,0.1019583901314757
0.17444924673069617,0.062197309241852114
0.17894344785223365,0.13168423492010956
0.17768476343162282,0.09346350394717423
0.18254336340305868,0.14172353700598195
0.18079767926641174,0.11006391954424427
0.1786629995438685,0.07549850288557389
0.17786534428260287,0.10128709704746357
0.17696275289559119,0.08037072375073655
0.19333467856058986,0.1281254871472922
0.19301797797972714,0.1357357909722546
0.19193109351885543,0.09745462317327261
0.1904810671395956,0.13660263650746907
0.19151330054029445,0.12217548457251821
0.1908061680167154,0.03510981746356145
0.18716612905650593,0.1691654181255606
0.18611033757452136,0.05315195410452408
0.19194621076677545,0.14738661448076307
0.18989470813152162,0.1222137101998752
0.1890063269003159,0.047942316297246095
0.18732360947369098,0.16271933035659966
0.18630987927865147,0.05199562442359178
0.18555924887450118,0.040045073700913356
0.1864964583571805,0.1620054487200937
0.1856299435721198,0.0640419407671352
0.18347590543569278,0.10950202112886775
0.18227091618084884,0.05661454022148492
0.18210197049063076,0.03944273655953191
0.1900399411676643,0.18149995466162058
0.1916686205610801,0.13306964484791253
0.18941735909444693,0.1411622707778227
0.18770120052489617,0.10874720157838957
0.18718419258206304,0.061925958192463354
0.19167934414017845,0.1731526579017793
0.19178467058802207,0.11222079031255562
0.1900381981305588,0.08706278964306156
0.1893527630860295,0.12642294331462364
0.18863422726691081,0.09453280232622602
0.18710032550922537,0.15084734651897397
0.20006466828087302,0.12730331421457997
0.2030652367705466,0.06656355204990758
0.2012271983861691,0.15398917599852896
0.20540227825739737,0.138159022887175
0.20793574351727476,0.08437422118151766
0.20654389623320693,0.14347063573083707
0.20560281502136524,0.057947758793679485
0.20885761078519774,0.18311846642378402
0.20720980924705446,0.12374221483765502
0.2109594655277617,0.1152371811721592
0.20914359276818717,0.18267523843130717
0.20872617188789008,0.11495914448624876
0.20800806090508914,0.11984482719430949
0.20758545598932057,0.16085598927708702
0.20659563961796254,0.06753235076411523
0.20505958839500696,0.14629152073737398
0.20388946072546413,0.09144708543668206
0.2035170130172397,0.04277094126515855
0.20168880679433054,0.18067952758149805
0.2009826923048672,0.10330332035274488
0.19906119894620647,0.12309498988056275
0.19815872062483939,0.10255444995365065
0.19793802090070745,0.12400642819136161
0.19598578271204303,0.16742737831173524
0.1950176236731935,0.10879528918914147
0.19423923780976707,0.07889907745329376
0.19339879251832734,0.12770216486438624
0.19285771955015815,0.11013900961049763
0.19136787531620672,0.10741708858201418
0.19373959118640718,0.14113663692121658
0.1928926438417472,0.1163072237873357
0.19187735500498995,0.11226181474109183
0.19017879859533834,0.12106084300580595
0.18929059361640838,0.07451010336986663
0.18809252024649958,0.0937194769861713
0.18708310147679755,0.14383787452389016
0.18705602107752117,0.051871288195568965
0.1863089910254789,0.1258532110524414
0.18518554258568473,0.11031320437423559
0.1841378287536549,0.07665138102065172
0.18349482273142428,0.11695799123469566
0.1827515054551271,0.07754425951454405
0.1820349001778795,0.14469647292242552
0.18058709314544064,0.13874692913520198
0.1801023027107999,0.05845789030666492
0.17844365238370674,0.1563295353908843
0.17814129275616192,0.060621216484306274
0.17720245241225271,0.13491520475646637
0.17617808408245297,0.08156648334517022
0.17539922881854667,0.08822922036108341
0.17486461608736756,0.11031390519961394
0.1745275338894031,0.10479676133729181
0.17421710573337815,0.05345733045531419
0.17341340974685723,0.15184343580278298
0.17322764563182025,0.08729392377638452
0.17250964853742445,0.1303437629182841
0.171920864223855,0.05976522618848496
0.17161069414262087,0.07148951815784814
0.17093407783117184,0.14936349144749286
0.17046274778688275,0.14299765311920337
0.16999610501599086,0.06601031025549899
0.18722683455351558,0.14757377774365502
0.18765991809958618,0.14017407322944037
0.1865514507948215,0.1423910192586571
0.18602518791537412,0.12034550396810785
0.1870999803289158,0.1409205422627237
0.186274149668914,0.14618001057814803
0.18561028378935382,0.15207028319414073
0.18432690797654347,0.11457557634950172
0.18341633285532094,0.11808593417748904
0.1857281974765686,0.13206975303090662
0.18514015387145577,0.12107023210187243
0.18478098824275932,0.16930385755683303
0.18396474807424384,0.1456323409817641
0.18265912199944384,0.12196424782782922
0.18536387012418565,0.1285524875336178
0.18453890324738528,0.08553924704789413
0.1838581661729528,0.13929312411664496
0.18252247966878546,0.13468338934614904
0.18198332542425036,0.07155355821290836
0.184106154947124,0.14986918077132128
0.1838215241536692,0.1333610315641242
0.18294667077402932,0.11238287024172437
0.1822357833702775,0.13561131716393054
0.18154650061406985,0.10182296359514664
0.18140646060350046,0.11603396255682402
0.1805316826602824,0.1334424400835219
0.1802717270968691,0.1224051801832825
0.17950069993302442,0.1407779887734388
0.17920546593746547,0.06620159584080966
0.18004269392004338,0.1411234270412148
0.179038616847824,0.14137165531093293
0.1786980985197129,0.07534220076485838
0.17908135162177222,0.14306478200077846
0.17856015807666817,0.09190201441440647
0.1775740845581909,0.130334132977672
0.17691904272783157,0.12832320694618501
0.17603720988201368,0.10481267644689682
0.17598881817697662,0.13347154326804142
0.175306141674679,0.12092373570351114
0.1746477360327072,0.09110342193403691
0.17355154624688354,0.13285984807087892
0.1733245730294565,0.03170483087434211
0.1730059515086957,0.15056162463519132
0.17260827043749344,0.052118927001315755
0.17189187481711557,0.08900583121528
0.17100173602221053,0.10984186330083912
0.17051810750219895,0.06514278340501993
0.17023782500296744,0.1155750263325314
0.16986550861504085,0.08131562880977512
0.16963660181670032,0.04929171041382628
0.16909313282787142,0.12485877482449419
0.1682695037515011,0.103902402090205
0.16798649619405837,0.09377586772649957
0.16742724487960506,0.08238518027558285
0.16709444562609116,0.08306622346008835
0.16981929538206256,0.13763393084111547
0.16937010506066205,0.12569463898606179
0.17794003697857919,0.1329545924437511
0.19657145560479886,0.16875720533174918
0.20809294342900927,0.15918277854065446
0.2139695120110238,0.18184352049587138
0.23010891553541252,0.1848209070470096
0.23398194562156524,0.18594127390702594
0.24055785090541762,0.1818473718836615
0.2598519479828612,0.22660374708082529
0.27181598823182396,0.24283979044849574
0.2807588251072939,0.2255432594837327
0.3007839113350197,0.25729970610727176
0.31367135169285,0.2825313232708875
0.32422940185760374,0.26024289266190415
0.3413605739731117,0.2864004170456203
0.3444237153620844,0.2987960062087544
0.3528380926485217,0.319856206829241
0.3596951189568386,0.29521780458902175
0.37688186440085303,0.3342682841663908
0.3915339469428001,0.3449021742826029
0.3973417952657647,0.34173821888478423
0.41100927633050893,0.32951192891115205
0.41603376639261863,0.36426349948794945
0.4325816610615682,0.37414894787404385
0.43800969203970463,0.36055170906819184
0.44573053408266805,0.38081759042958635
0.44605723680227577,0.3968439773163313
0.4537063185252385,0.3925800419517457
0.4680187170852171,0.39099644180636595
0.4726530462203677,0.4176780421437239
0.4872899784294024,0.42723335454057876
0.4962225288004512,0.41168295542565536
0.5046213183120064,0.45000038946563703
0.5073580532275344,0.4230077424259621
0.5166520612671116,0.4254414714974074
0.5201354073381835,0.44257307063424106
0.5308651640010169,0.45997225620516513
0.5421895651101701,0.4635386237957409
0.5544657863386502,0.4828445017576308
0.5526968033214955,0.4716654108091086
0.5622434720730078,0.47679751763130246
0.5708955415063726,0.4638320600751204
0.5789239599228121,0.5004040817581453
0.5998265148747476,0.5202527591847647
0.6076324836934461,0.5331181578580527
0.6204281824888085,0.5540858060475172
0.6243592790797856,0.5312650779155469
0.6292445043087559,0.5314647760806974
0.6388288877103847,0.5356042091354171
0.6438609891985796,0.5646927237501773
0.656682784495391,0.5621092247203471
0.6655776265569404,0.558457202836855
0.6755531616284842,0.5822109851003626
0.6869246576819324,0.6110223236692431
0.6890158461408201,0.5710422018543002
0.6931470028992948,0.5862223027591711
0.6968698568647053,0.6005027111686156
0.7093411209779718,0.5994713096328027
0.7133143219226518,0.6130113782243002
0.7215583141192118,0.6109096640087494
0.729578396148182,0.6240216715761981
0.7340223781287648,0.6050889048985408
0.7407490265183432,0.6026460585138845
0.7531539961833683,0.682444917051392
0.7582167261640582,0.668811369035317
0.7672226938170317,0.6502289848491174
0.7715773056335581,0.6340047702349642
0.7830873526414128,0.7023103025176379
0.789559482252513,0.6825618791129172
0.7917264380682447,0.6425262314312651
0.8061138992266876,0.6886942158184697
0.8151289295199277,0.7200151999713207
0.8182165956748971,0.6797589210528764
0.8288488358653916,0.7275680638570979
0.8290220860010069,0.7257340679289861
0.8346822980737914,0.7390674253347693
0.8437657557169804,0.6600826228990727
0.8535572413517661,0.7528185805031917
0.8583942792846729,0.7307063318058331
0.8688410779086196,0.7256013588941472
0.880056217329634,0.7812948052444202
0.8926556850347139,0.7753648691039059
0.8949974938718536,0.7404307998184979
0.9056139527610685,0.7825328150478378
0.9199956727879861,0.8029264115835442
0.9274987685790295,0.7800049719206711
0.9367919173380177,0.7916950320189213
0.9453332011423744,0.856689216539434
0.9560274477390919,0.8303993460097281
0.965146007642492,0.8363304328766427
0.9792578867615365,0.8577388081747828
0.9912993821061092,0.8994884594849746
1.0029531855161729,0.878050308999338
1.006944223327277,0.8674970153542122
1.0114900816033874,0.9042823513689333
1.0132395206373266,0.8692310722049951
1.0164325525362146,0.8541873017267085
1.0186663160601597,0.8473283643015317
1.0209319855477812,0.8603053671830901
1.021669908452378,0.819409474622022
1.0230150760071315,0.856450403744932
1.02806925219981,0.8339579376880198
1.0283803286821611,0.8478185574966112
1.0287366355203218,0.8835125093541171
1.0311830903347479,0.8101895057271237
1.037478776482243,0.893130662186359
1.0401152595975853,0.8767011595678544
1.0391973076293584,0.8582625115726982
1.039897454498345,0.9081851506958527
1.0374715077515289,0.8092144630375406
1.0336349415895998,0.8345509075881382
1.029674260138364,0.8461172164993287
1.0264282171895163,0.8452471933285742
1.0233938471002655,0.8059631533903713
1.0237530212522443,0.880926019540652
1.0203802755337474,0.8395320001402701
1.0173732270925282,0.8166812017119721
1.0142231693797623,0.8258794556562156
1.0129753452039874,0.8133375766335662
1.0133681666286858,0.8661656644343659
1.0106850894907167,0.8274286206007813
1.007703776848393,0.8282218656958047
1.0054874923693622,0.8324893703017219
1.0046507717178088,0.8477857167926018
1.0050549847982253,0.8618572928748625
1.002957539413763,0.8034639751237321
1.000180851827528,0.7964502274580317
0.9976880107497156,0.8551192532517707
0.999418329223145,0.8471073411522986
0.9962504421275812,0.7842505674896245
0.9936591607801709,0.8318996289552986
0.9921506271272296,0.8232397216055953
0.993297946463837,0.8843448698257631
0.9931716848528624,0.8861402921047368
0.9907314109925819,0.8094744950169133
0.98809024286207,0.8259859561086601
0.9846356363757547,0.8184898887887689
0.981637172781396,0.8037230524392611
0.9799915671501626,0.8406777145387966
0.9831028444541128,0.8436165616890922
0.9808936394953796,0.7566936807089387
0.9782859222813628,0.783821984882385
0.9803585217385982,0.8017690384304602
0.9779555943448793,0.806132963137487
0.9795002494051046,0.8625188017454415
0.976951892563491,0.7962437121410377
0.9746492060552542,0.7724010627218699
0.9724924623195323,0.8259239474791131
0.9747845964770029,0.7806608451088556
0.9720443609872449,0.7918329358235804
0.9745146751274809,0.8244217419813702
0.9717739450271429,0.8044832037826752
0.9689582910520366,0.7501122324480837
0.9663468681755024,0.7679878451689246
0.9639519903023099,0.7626760760275311
0.9615525130335215,0.7778213806150419
0.9589227016003976,0.7462244056204658
0.9584451961520007,0.7782403990153862
0.9561562973896975,0.7937461441932961
0.9547612868931081,0.722545042484904
0.9551709531413334,0.7252230597908271
0.9531762032037486,0.7983939431507648
0.9501022903115777,0.7524842201974441
0.9498487063185658,0.7461881849198937
0.9480824043144329,0.7877579097202845
0.9449880561279251,0.7764802853745962
0.9447865014910681,0.758233463646147
0.9431515630870402,0.7762104092429574
0.9407408355693951,0.7842382065282414
0.9414644235248317,0.7272205796051172
0.9404722322423683,0.7720971532610968
0.9372504072706055,0.7489458611863893
0.9394530907902433,0.7232556264337624
0.9373132510058756,0.7668664508152067
0.9354004454048118,0.7943919129748185
0.9373213109140431,0.7662270338199119
0.9378507581238771,0.8558163564386353
0.9373594706110607,0.7828988256232251
0.934775735761107,0.7296442542676821
0.9349659768456783,0.8067598485728054
0.9327780629939042,0.7588259415367508
0.9313476225297085,0.7631937686305009
0.9296525787328308,0.7257500900952137
0.927956957266373,0.7666632042904518
0.9264417938236233,0.7731688914075999
0.9262600764125447,0.7710545157499864
0.9258915648439667,0.7767487431660282
0.923864836600842,0.7530482387774591
0.9232619535381827,0.7141672330822832
0.9219829668043635,0.778826245498351
0.9201363909897782,0.6837282349801495
0.9224585681476085,0.7913640813781458
0.920902165905739,0.7695112169520522
0.9186505269122813,0.7383401108403863
0.9166162836540462,0.7387147170065245
0.9163219231957627,0.7745169897728023
0.9148839688798808,0.6839617783151887
0.9133400158387494,0.7434276943511379
0.9126431385060311,0.7651782139314752
0.9106979004230518,0.691681922675844
0.9088517484172574,0.7386436390054106
0.9091275953991099,0.7566204273863264
0.9073564129933889,0.7330483280814041
0.9054935244802478,0.6636561364951125
0.906582608299798,0.7531102962576939
0.9046423974378908,0.7370530978283824
0.9030394102514842,0.6808130469572552
0.9004216715430646,0.7196980170853355
0.8999809767339478,0.7121493757029413
0.8986090575232489,0.6955675059535218
0.8964050106736182,0.7559483982054584
0.8958650205475899,0.7370702052961796
0.8943109044422212,0.6771433592637905
0.892127710279961,0.7083666469850316
0.8917814421191094,0.7328957787808326
0.8900071759206346,0.7043023505422001
0.8881951387391164,0.7192921728200237
0.8891977948535882,0.7657879332282271
0.889578923652558,0.7309914066037695
0.8881074772594904,0.6798699537970204
0.885942247513989,0.670297616793411
0.8836170179075632,0.7617026927158935
0.8820092788632397,0.6716852200504517
0.8802658839034926,0.709753327467281
0.8813582620602289,0.7634656033907532
0.8799353782088768,0.7065234731675825
0.8782216527435536,0.7312214377790716
0.8780903399965225,0.7532105690542377
0.8765989890413532,0.7405144175426587
0.8780325644576051,0.7397922560033572
0.8763211716131566,0.7257436935681948
0.8745285915097024,0.681820467517633
0.873955271674096,0.7128115847310228
0.8734968437906286,0.7016233131209527
0.8727482375840306,0.7446059247958513
0.8713935727872245,0.6322011427745597
0.8712983414613799,0.6501017400425552
0.8718356021041881,0.7898157423946892
0.870260310129553,0.6559225290777644
0.8685063692185944,0.6649099936800209
0.8666311794702245,0.662965660350283
0.8649470901943227,0.6685276282380694
0.8659229974386171,0.617690879667282
0.8653426090803612,0.6768620582556176
0.8653593863966949,0.7545523614005955
0.864627088205226,0.6008574072416347
0.8629593176556636,0.6314823676601226
0.8664220657015214,0.7713244363647178
0.8648271882862734,0.7248874094565103
0.8632841264600236,0.6915311733964686
0.8635421216547797,0.7150538000304085
0.8619066796932727,0.739106734685697
0.8610222718753684,0.6159407165307351
